lake,year,season,doy,taxon,group,biomass_g,density.areal,type
12,2019,summer,189,Polyarthra,Rotifer,3.9426739958666674e-8,32212.389380530974,zoop
12,2019,summer,231,Bosmina,Bosmina,7.059793231321449e-7,122654.86725663718,zoop
12,2019,summer,231,Ceriodaphnia,Ceriodaphnia,1.5153578718751075e-6,178141.59292035401,zoop
12,2019,summer,231,Chydorus,Chydorid,1.2658370138750464e-6,11681.415929203542,zoop
12,2019,summer,231,Daphnia,Daphnia,2.118607680804767e-6,102212.38938053098,zoop
12,2019,summer,231,Diaphanosoma,Lg.Cladocera,1.627556936224748e-6,20442.477876106193,zoop
12,2019,summer,231,Calanoida,Calanoid,6.677191952589223e-6,40884.95575221239,zoop
12,2019,summer,231,Cyclopoida,Cyclopoid,2.181555731670606e-6,116814.1592920354,zoop
12,2019,summer,231,Nauplii,Nauplii,1.9077069692214393e-7,40884.95575221239,zoop
12,2019,summer,231,Keratella.cochlearis,Rotifer,1.6859852964800002e-9,236548.67256637168,zoop
12,2018,summer,200,Chironomidae,Chironomidae,1.8763511391360014e-4,207.254876963625,miv
12,2018,summer,200,Diptera,Diptera,1.2248418274144862e-4,130.43478259,miv
12,2018,summer,200,Hirudinea,Worm,4.0991552012274894e-5,43.47826087,miv
12,2018,summer,200,Oligochaeta,Worm,0.010787856446371315,278.260869554,miv
12,2018,summer,200,Physidae,Gastropoda,0.007393887097131626,156.521739102,miv
12,2018,summer,200,Planorbidae,Gastropoda,0.0019070748451354,87.17621745244445,miv
12,2018,summer,200,Sphaeriidae,Bivalvia,6.799515218200914e-5,86.95652174,miv
12,2019,summer,200,Chironomidae,Chironomidae,5.253177135483008e-4,16.025641025,miv
12,2019,summer,200,Diptera,Diptera,1.1363032155797485e-4,19.23076923,miv
12,2019,summer,200,Oligochaeta,Worm,0.006976704745119271,22.435897435,miv
12,2019,summer,200,Physidae,Gastropoda,0.0016203195841942358,28.84615385,miv
12,2019,summer,200,Planorbidae,Gastropoda,0.0019553317988018483,9.615384615,miv
12,2020,summer,200,Chironomidae,Chironomidae,2.2824716799891095e-4,28.84615384875,miv
12,2020,summer,200,Oligochaeta,Worm,0.006543379041973588,55.28846154,miv
12,2020,summer,200,Physidae,Gastropoda,0.004596562661676863,16.025641025,miv
12,2020,summer,200,Planorbidae,Gastropoda,0.0010802679627693714,19.23076923,miv
12,2020,summer,200,Sphaeriidae,Bivalvia,6.799515218200914e-5,9.615384615,miv
19,2018,spring,135,Bosmina,Bosmina,3.9399923172899994e-7,14867.256637168144,zoop
19,2018,spring,135,Daphnia,Daphnia,9.199385902594531e-7,158584.0707964602,zoop
19,2018,spring,135,Simocephalus,Lg.Cladocera,4.02929062317235e-6,44601.76991150442,zoop
19,2018,spring,135,Calanoida,Calanoid,1.8104502892972955e-6,208141.59292035399,zoop
19,2018,spring,135,Cyclopoida,Cyclopoid,1.7131638318438432e-6,257699.11504424782,zoop
19,2018,spring,135,Nauplii,Nauplii,1.931269173284248e-7,198230.08849557527,zoop
19,2018,spring,135,Keratella.cochlearis,Rotifer,8.610344239999999e-10,763185.8407079646,zoop
19,2018,spring,150,Chydorus,Chydorid,7.592241991535257e-7,9026.54867256637,zoop
19,2018,spring,150,Daphnia,Daphnia,5.9912123314533704e-6,99292.0353982301,zoop
19,2018,spring,150,Calanoida,Calanoid,3.011654471186087e-6,63185.840707964606,zoop
19,2018,spring,150,Cyclopoida,Cyclopoid,1.2999078430303513e-6,40619.46902654868,zoop
19,2018,spring,150,Nauplii,Nauplii,1.5638090499635345e-7,261769.9115044248,zoop
19,2018,spring,150,Keratella.cochlearis,Rotifer,2.0235763904799997e-9,148938.0530973451,zoop
19,2018,spring,150,Keratella.quadrata,Rotifer,1.19247742625e-7,13539.823008849558,zoop
19,2018,spring,163,Chydorus,Chydorid,9.271555330454406e-7,9026.54867256637,zoop
19,2018,spring,163,Daphnia,Daphnia,8.804023320219307e-6,148938.0530973451,zoop
19,2018,spring,163,Calanoida,Calanoid,3.3542978484892467e-6,108318.58407079645,zoop
19,2018,spring,163,Cyclopoida,Cyclopoid,1.0609695872076145e-6,67699.11504424778,zoop
19,2018,spring,163,Nauplii,Nauplii,1.7759041668137754e-7,153451.32743362832,zoop
19,2018,spring,163,Asplanchna,Rotifer,3.3667045182381006e-7,13539.823008849557,zoop
19,2018,spring,163,Keratella.cochlearis,Rotifer,1.7993167980000003e-9,31592.9203539823,zoop
19,2018,spring,163,Pompholyx,Rotifer,1.562574825e-8,22566.37168141593,zoop
19,2018,spring,178,Nauplii,Nauplii,2.250496984563923e-7,23362.83185840708,zoop
19,2018,spring,178,Keratella.cochlearis,Rotifer,8.102496108000002e-10,249203.53982300885,zoop
19,2018,spring,178,Polyarthra,Rotifer,2.2242101588000002e-8,7787.6106194690265,zoop
19,2018,summer,192,Simocephalus,Lg.Cladocera,1.433144761610603e-7,4247.787610619469,zoop
19,2018,summer,192,Calanoida,Calanoid,2.944888356273086e-6,40353.982300884956,zoop
19,2018,summer,192,Cyclopoida,Cyclopoid,8.486637422249871e-7,16991.150442477876,zoop
19,2018,summer,192,Nauplii,Nauplii,1.480055887645334e-7,74336.28318584072,zoop
19,2018,summer,192,Keratella.cochlearis,Rotifer,1.2185248864e-9,10619.469026548673,zoop
19,2018,summer,192,Polyarthra,Rotifer,2.211657787733334e-8,6371.681415929204,zoop
19,2018,summer,192,Synchaeta,Rotifer,9.823109484999998e-9,4247.787610619469,zoop
19,2018,summer,208,Daphnia,Daphnia,3.029847796785491e-6,27079.646017699117,zoop
19,2018,summer,208,Calanoida,Calanoid,2.89440076082761e-6,58672.566371681416,zoop
19,2018,summer,208,Cyclopoida,Cyclopoid,1.343536629765868e-6,63185.840707964606,zoop
19,2018,summer,208,Nauplii,Nauplii,1.5481658582534494e-7,261769.91150442476,zoop
19,2018,summer,208,Brachionus,Rotifer,3.449231360399999e-8,9026.548672566372,zoop
19,2018,summer,208,Filinia,Rotifer,1.539432209076667e-8,13539.823008849558,zoop
19,2018,summer,208,Keratella.cochlearis,Rotifer,1.2505208397647057e-9,76725.66371681418,zoop
19,2018,summer,219,Daphnia,Daphnia,1.3451997758015166e-6,91327.43362831858,zoop
19,2018,summer,219,Calanoida,Calanoid,3.5628257204319183e-6,72300.88495575222,zoop
19,2018,summer,219,Cyclopoida,Cyclopoid,6.460955987370071e-7,7610.619469026548,zoop
19,2018,summer,219,Nauplii,Nauplii,1.9448601603359517e-7,121769.91150442477,zoop
19,2018,summer,219,Brachionus,Rotifer,2.6768168344e-8,11415.929203539823,zoop
19,2018,summer,219,Keratella.cochlearis,Rotifer,1.2002983117333334e-9,57079.64601769911,zoop
19,2019,spring,155,Daphnia,Daphnia,5.1491466516181895e-6,110619.46902654869,zoop
19,2019,spring,155,Calanoida,Calanoid,3.385209754216063e-6,88495.57522123893,zoop
19,2019,spring,155,Cyclopoida,Cyclopoid,8.91181540418143e-7,66371.6814159292,zoop
19,2019,spring,155,Nauplii,Nauplii,2.0308688118306363e-7,137168.14159292035,zoop
19,2019,spring,155,Kellicottia,Rotifer,1.0541970752924997e-8,26548.672566371686,zoop
19,2019,spring,169,Chydorus,Chydorid,7.806822657875307e-7,7876.1061946902655,zoop
19,2019,spring,169,Daphnia,Daphnia,7.881371164939127e-6,74823.00884955752,zoop
19,2019,spring,169,Calanoida,Calanoid,6.697611557627571e-6,19690.265486725664,zoop
19,2019,spring,169,Cyclopoida,Cyclopoid,2.828787632363717e-6,43318.58407079646,zoop
19,2019,spring,169,Nauplii,Nauplii,2.842161435194369e-7,94513.2743362832,zoop
19,2019,spring,169,Keratella.cochlearis,Rotifer,4.260508280999999e-9,7876.1061946902655,zoop
19,2019,summer,190,Alonella,Chydorid,1.2871899177096928e-7,13097.345132743363,zoop
19,2019,summer,190,Chydorus,Chydorid,1.0993845887142146e-6,16371.681415929203,zoop
19,2019,summer,190,Daphnia,Daphnia,9.598627554667219e-6,26194.690265486726,zoop
19,2019,summer,190,Calanoida,Calanoid,3.9137682758965834e-6,29469.026548672566,zoop
19,2019,summer,190,Cyclopoida,Cyclopoid,1.6676865292427913e-6,45840.707964601774,zoop
19,2019,summer,190,Nauplii,Nauplii,1.8554360135054423e-7,153893.8053097345,zoop
19,2019,summer,204,Daphnia,Daphnia,2.8076666260492136e-6,5973.451327433629,zoop
19,2019,summer,204,Calanoida,Calanoid,3.019163821172123e-6,13938.053097345133,zoop
19,2019,summer,204,Cyclopoida,Cyclopoid,1.3800765570239534e-6,11946.902654867257,zoop
19,2019,summer,204,Nauplii,Nauplii,1.8566215594575473e-7,49778.761061946905,zoop
19,2019,summer,204,Keratella.cochlearis,Rotifer,1.2778176968800002e-9,95575.22123893806,zoop
19,2019,summer,219,Calanoida,Calanoid,1.0965258227005003e-6,8628.318584070797,zoop
19,2019,summer,219,Cyclopoida,Cyclopoid,8.238095636938262e-7,5752.212389380531,zoop
19,2019,summer,219,Nauplii,Nauplii,1.8026690536958134e-7,51769.91150442478,zoop
19,2019,summer,219,Keratella.cochlearis,Rotifer,2.4890894407199996e-9,132300.88495575223,zoop
19,2019,summer,219,Pompholyx,Rotifer,1.0948836033599999e-8,77654.86725663717,zoop
19,2020,spring,150,Bosmina,Bosmina,4.711303738792031e-7,22654.86725663717,zoop
19,2020,spring,150,Daphnia,Daphnia,5.769107765813813e-6,67964.6017699115,zoop
19,2020,spring,150,Cyclopoida,Cyclopoid,2.7276140907289316e-6,62300.88495575221,zoop
19,2020,spring,150,Nauplii,Nauplii,2.349163955731709e-7,62300.88495575221,zoop
19,2020,spring,150,Keratella.cochlearis,Rotifer,3.34387131472e-9,1008141.592920354,zoop
19,2020,spring,166,Chydorus,Chydorid,9.260547532110275e-7,1887.9056047197637,zoop
19,2020,spring,166,Daphnia,Daphnia,7.384477633273635e-6,14159.292035398228,zoop
19,2020,spring,166,Calanoida,Calanoid,5.1106062473416754e-6,11327.433628318584,zoop
19,2020,spring,166,Cyclopoida,Cyclopoid,4.843556733698472e-6,15103.24483775811,zoop
19,2020,spring,166,Nauplii,Nauplii,2.3714571840644363e-7,20766.9616519174,zoop
19,2020,spring,166,Asplanchna,Rotifer,4.27293387471015e-7,3775.8112094395274,zoop
19,2020,spring,166,Keratella.cochlearis,Rotifer,3.8969496095555554e-9,8495.575221238938,zoop
19,2020,spring,177,Daphnia,Daphnia,6.294966313811472e-6,6637.168141592922,zoop
19,2020,spring,177,Calanoida,Calanoid,7.735582407765122e-6,19911.504424778763,zoop
19,2020,spring,177,Cyclopoida,Cyclopoid,4.668430359516801e-6,22123.893805309737,zoop
19,2020,spring,177,Nauplii,Nauplii,1.8856166518909565e-7,19911.504424778763,zoop
19,2020,spring,177,Brachionus,Rotifer,1.9040045838e-8,26548.67256637169,zoop
19,2020,spring,177,Filinia,Rotifer,9.433443662499999e-9,4424.778761061948,zoop
19,2020,spring,177,Keratella.cochlearis,Rotifer,4.79789442624e-9,57522.123893805314,zoop
19,2020,spring,177,Polyarthra,Rotifer,2.8510388424000004e-8,6637.168141592922,zoop
19,2020,summer,213,Nauplii,Nauplii,2.469133991820648e-7,34070.79646017699,zoop
19,2020,summer,213,Asplanchna,Rotifer,8.532400600542e-8,9734.513274336283,zoop
19,2020,summer,213,Brachionus,Rotifer,2.5349995720000002e-8,14601.769911504425,zoop
19,2020,summer,213,Keratella.cochlearis,Rotifer,1.80932511664e-9,379646.0176991151,zoop
19,2020,summer,226,Calanoida,Calanoid,3.904410846303408e-6,66371.6814159292,zoop
19,2020,summer,226,Cyclopoida,Cyclopoid,1.662025324316195e-6,13274.336283185843,zoop
19,2020,summer,226,Nauplii,Nauplii,1.8420005549922688e-7,92920.35398230089,zoop
19,2020,summer,226,Brachionus,Rotifer,2.3557850413333338e-8,39823.008849557526,zoop
19,2020,summer,226,Keratella.cochlearis,Rotifer,1.6892057697600003e-9,190265.4867256637,zoop
19,2018,summer,200,Ceratopogonidae,Diptera,0.0010248113789664431,86.956521735,miv
19,2018,summer,200,Chironomidae,Chironomidae,2.9960717654250557e-4,286.956519988,miv
19,2018,summer,200,Diptera,Diptera,2.708663902905171e-4,43.47826087,miv
19,2018,summer,200,Oligochaeta,Worm,0.008156682185046357,371.9806763411111,miv
19,2019,summer,200,Ceratopogonidae,Diptera,3.029835481164445e-4,9.615384615,miv
19,2019,summer,200,Chironomidae,Chironomidae,4.890933754533886e-4,43.269228845,miv
19,2019,summer,200,Diptera,Diptera,2.708663902905171e-4,10.416666154,miv
19,2019,summer,200,Oligochaeta,Worm,0.011704122460420293,216.34616666666668,miv
19,2020,summer,200,Ceratopogonidae,Diptera,3.1154804725092434e-4,12.82051282,miv
19,2020,summer,200,Chironomidae,Chironomidae,1.3868641660366184e-4,40.0641025625,miv
19,2020,summer,200,Oligochaeta,Worm,0.0031524822911768845,22.435897435,miv
36,2018,spring,135,Bosmina,Bosmina,9.037402224025924e-7,355486.72566371685,zoop
36,2018,spring,135,Chydorus,Chydorid,1.8281914069330151e-6,106991.15044247787,zoop
36,2018,spring,135,Daphnia,Daphnia,1.0329819941316698e-6,203628.31858407077,zoop
36,2018,spring,135,Calanoida,Calanoid,5.6443634978477815e-6,86283.18584070796,zoop
36,2018,spring,135,Cyclopoida,Cyclopoid,1.350371160016299e-6,434867.25663716806,zoop
36,2018,spring,135,Nauplii,Nauplii,1.6858009139540928e-7,69026.54867256636,zoop
36,2018,spring,135,Filinia,Rotifer,2.6646247742399998e-8,10353.982300884954,zoop
36,2018,spring,135,Keratella.cochlearis,Rotifer,1.1994132104800002e-9,176017.69911504423,zoop
36,2018,spring,150,Bosmina,Bosmina,8.671646507420739e-7,37787.610619469015,zoop
36,2018,spring,150,Chydorus,Chydorid,1.59097557195276e-6,91769.91150442476,zoop
36,2018,spring,150,Daphnia,Daphnia,2.0645686441688775e-6,161946.90265486724,zoop
36,2018,spring,150,Calanoida,Calanoid,2.173809815512147e-6,21592.920353982296,zoop
36,2018,spring,150,Cyclopoida,Cyclopoid,8.783161798881454e-7,37787.610619469015,zoop
36,2018,spring,150,Nauplii,Nauplii,1.7052088716902877e-7,151150.44247787606,zoop
36,2018,spring,150,Asplanchna,Rotifer,4.4548830179724004e-7,21592.920353982296,zoop
36,2018,spring,150,Keratella.cochlearis,Rotifer,2.6804949935000003e-9,21592.920353982296,zoop
36,2018,spring,163,Chydorus,Chydorid,1.3072461308201947e-6,243539.82300884952,zoop
36,2018,spring,163,Daphnia,Daphnia,7.957834663917524e-6,45663.7168141593,zoop
36,2018,spring,163,Calanoida,Calanoid,3.543925113095384e-6,53274.33628318585,zoop
36,2018,spring,163,Cyclopoida,Cyclopoid,1.219976165793076e-6,30442.47787610619,zoop
36,2018,spring,163,Nauplii,Nauplii,1.9151000312488562e-7,76106.19469026549,zoop
36,2018,spring,163,Keratella.cochlearis,Rotifer,2.201227144571429e-9,26637.168141592923,zoop
36,2018,spring,178,Chydorus,Chydorid,1.5312509056746392e-6,55221.2389380531,zoop
36,2018,spring,178,Diaphanosoma,Lg.Cladocera,1.3514395035190732e-6,13805.309734513276,zoop
36,2018,spring,178,Calanoida,Calanoid,4.443284170328019e-6,32212.389380530978,zoop
36,2018,spring,178,Cyclopoida,Cyclopoid,2.418062332068709e-6,23008.84955752213,zoop
36,2018,spring,178,Nauplii,Nauplii,2.0017625202092226e-7,119646.01769911505,zoop
36,2018,spring,178,Keratella.cochlearis,Rotifer,1.7107865445e-9,55221.2389380531,zoop
36,2018,spring,178,Pompholyx,Rotifer,2.5659250575000003e-8,18407.0796460177,zoop
36,2018,summer,193,Chydorus,Chydorid,1.4416741401710542e-6,20176.99115044248,zoop
36,2018,summer,193,Daphnia,Daphnia,3.0779954944306006e-6,282477.8761061947,zoop
36,2018,summer,193,Diaphanosoma,Lg.Cladocera,3.4164987658494215e-6,20176.99115044248,zoop
36,2018,summer,193,Calanoida,Calanoid,7.141622309286118e-6,30265.486725663723,zoop
36,2018,summer,193,Cyclopoida,Cyclopoid,3.570365290457428e-6,30265.486725663723,zoop
36,2018,summer,193,Nauplii,Nauplii,1.8861463639711861e-7,55486.72566371682,zoop
36,2018,summer,193,Keratella.cochlearis,Rotifer,1.7599306382399996e-9,156371.68141592923,zoop
36,2018,summer,193,Pompholyx,Rotifer,1.8429382795e-8,15132.743362831861,zoop
36,2018,summer,205,Daphnia,Daphnia,2.9086882213062805e-6,39380.53097345133,zoop
36,2018,summer,205,Calanoida,Calanoid,6.974430734135291e-6,15752.212389380533,zoop
36,2018,summer,205,Cyclopoida,Cyclopoid,3.7289081774300953e-6,55132.74336283187,zoop
36,2018,summer,205,Nauplii,Nauplii,2.1132711717809524e-7,157522.1238938053,zoop
36,2018,summer,205,Filinia,Rotifer,8.678909000666666e-9,23628.3185840708,zoop
36,2018,summer,205,Keratella.cochlearis,Rotifer,1.153462672e-9,291415.9292035398,zoop
36,2018,summer,205,Polyarthra,Rotifer,6.923717208799999e-8,15752.212389380533,zoop
36,2018,summer,219,Daphnia,Daphnia,1.500052459301333e-6,35044.24778761062,zoop
36,2018,summer,219,Diaphanosoma,Lg.Cladocera,1.9204220183488386e-6,22300.884955752215,zoop
36,2018,summer,219,Cyclopoida,Cyclopoid,3.83133831653203e-6,22300.884955752215,zoop
36,2018,summer,219,Nauplii,Nauplii,1.9125173970796266e-7,70088.49557522124,zoop
36,2018,summer,219,Keratella.cochlearis,Rotifer,1.1238570092857142e-9,44601.76991150443,zoop
36,2019,spring,155,Cyclopoida,Cyclopoid,2.560959658909962e-6,70796.46017699115,zoop
36,2019,spring,155,Nauplii,Nauplii,1.756769549813056e-7,53097.34513274337,zoop
36,2019,spring,155,Keratella.cochlearis,Rotifer,9.337010504e-10,1022123.8938053099,zoop
36,2019,spring,155,Polyarthra,Rotifer,4.31511234896e-8,163716.81415929206,zoop
36,2019,spring,170,Chydorus,Chydorid,1.996117827497425e-6,9557.522123893807,zoop
36,2019,spring,170,Daphnia,Daphnia,7.071705381328396e-6,28672.56637168142,zoop
36,2019,spring,170,Calanoida,Calanoid,6.740494483694724e-6,86017.69911504425,zoop
36,2019,spring,170,Cyclopoida,Cyclopoid,4.146624266316484e-6,95575.22123893807,zoop
36,2019,spring,170,Nauplii,Nauplii,1.3745762231576522e-7,143362.83185840707,zoop
36,2019,spring,170,Keratella.cochlearis,Rotifer,1.06170128504e-9,410973.4513274337,zoop
36,2019,summer,190,Daphnia,Daphnia,1.645782379712469e-6,43893.80530973451,zoop
36,2019,summer,190,Calanoida,Calanoid,4.64453940699134e-6,98761.06194690267,zoop
36,2019,summer,190,Cyclopoida,Cyclopoid,2.0177769627321254e-6,87787.61061946902,zoop
36,2019,summer,190,Nauplii,Nauplii,9.903874747306916e-8,71327.4336283186,zoop
36,2019,summer,190,Keratella.cochlearis,Rotifer,1.2217381740800002e-9,170088.49557522126,zoop
36,2019,summer,204,Daphnia,Daphnia,5.448827197341199e-6,32212.389380530978,zoop
36,2019,summer,204,Calanoida,Calanoid,5.759085922846416e-6,161061.94690265486,zoop
36,2019,summer,204,Cyclopoida,Cyclopoid,3.259013523440085e-6,78230.08849557523,zoop
36,2019,summer,204,Nauplii,Nauplii,1.4068861108315652e-7,96637.16814159293,zoop
36,2019,summer,204,Keratella.cochlearis,Rotifer,3.5344841471666674e-9,110442.47787610619,zoop
36,2019,summer,218,Daphnia,Daphnia,3.010739625883413e-6,257964.60176991153,zoop
36,2019,summer,218,Calanoida,Calanoid,4.093335128700074e-6,178230.0884955752,zoop
36,2019,summer,218,Cyclopoida,Cyclopoid,2.6134094372239874e-6,328318.5840707965,zoop
36,2019,summer,218,Nauplii,Nauplii,1.5676165066483188e-7,337699.1150442478,zoop
36,2019,summer,218,Keratella.cochlearis,Rotifer,3.972499706e-9,84424.77876106196,zoop
36,2020,spring,151,Bosmina,Bosmina,1.0670226377258022e-6,7964.601769911504,zoop
36,2020,spring,151,Chydorus,Chydorid,2.3925184541504333e-6,7964.601769911504,zoop
36,2020,spring,151,Daphnia,Daphnia,4.837501006867805e-6,69026.54867256638,zoop
36,2020,spring,151,Cyclopoida,Cyclopoid,3.3220854857365744e-6,47787.61061946904,zoop
36,2020,spring,151,Nauplii,Nauplii,1.3588726092831282e-7,76991.15044247788,zoop
36,2020,spring,151,Keratella.cochlearis,Rotifer,3.8055390534999995e-9,31858.407079646015,zoop
36,2020,spring,167,Chydorus,Chydorid,1.5069898521658418e-6,46017.69911504426,zoop
36,2020,spring,167,Daphnia,Daphnia,5.083925446829647e-6,59823.008849557526,zoop
36,2020,spring,167,Calanoida,Calanoid,3.198777056206915e-6,46017.69911504426,zoop
36,2020,spring,167,Cyclopoida,Cyclopoid,2.633696773058787e-6,82831.85840707965,zoop
36,2020,spring,167,Nauplii,Nauplii,1.4373116243737844e-7,78230.08849557523,zoop
36,2020,spring,167,Asplanchna,Rotifer,3.520707647032681e-7,23008.84955752213,zoop
36,2020,spring,167,Brachionus,Rotifer,3.612338397000001e-8,18407.0796460177,zoop
36,2020,spring,167,Keratella.cochlearis,Rotifer,3.93364072072e-9,230088.4955752213,zoop
36,2020,spring,176,Daphnia,Daphnia,2.3183399842008985e-6,7610.619469026549,zoop
36,2020,spring,176,Calanoida,Calanoid,6.299195383934798e-6,38053.097345132745,zoop
36,2020,spring,176,Cyclopoida,Cyclopoid,3.750193848935278e-6,64690.26548672567,zoop
36,2020,spring,176,Nauplii,Nauplii,1.3368101875726363e-7,30442.477876106197,zoop
36,2020,spring,176,Brachionus,Rotifer,3.860138877408e-8,110353.98230088495,zoop
36,2020,spring,176,Keratella.cochlearis,Rotifer,3.00274893072e-9,167433.62831858406,zoop
36,2020,summer,190,Daphnia,Daphnia,7.730454551143841e-6,14159.292035398232,zoop
36,2020,summer,190,Calanoida,Calanoid,6.38553684306087e-6,53097.34513274337,zoop
36,2020,summer,190,Cyclopoida,Cyclopoid,5.101803278634484e-6,74336.28318584072,zoop
36,2020,summer,190,Nauplii,Nauplii,2.770289562668157e-7,31858.40707964602,zoop
36,2020,summer,190,Brachionus,Rotifer,2.3787116856e-8,10619.469026548673,zoop
36,2020,summer,190,Keratella.cochlearis,Rotifer,4.044224371846154e-9,46017.69911504425,zoop
36,2020,summer,203,Daphnia,Daphnia,3.755475550559856e-7,63185.840707964606,zoop
36,2020,summer,203,Calanoida,Calanoid,3.6409645301769132e-6,49646.01769911504,zoop
36,2020,summer,203,Cyclopoida,Cyclopoid,2.8321868396605993e-6,31592.920353982303,zoop
36,2020,summer,203,Nauplii,Nauplii,1.1877635427196148e-7,58672.56637168141,zoop
36,2020,summer,203,Keratella.quadrata,Rotifer,1.9981760337000005e-8,370088.4955752212,zoop
36,2020,summer,212,Alonella,Chydorid,5.985605795628057e-8,10619.469026548672,zoop
36,2020,summer,212,Chydorus,Chydorid,1.3241719931937305e-6,21238.938053097343,zoop
36,2020,summer,212,Daphnia,Daphnia,2.7636568419917383e-6,169911.50442477874,zoop
36,2020,summer,212,Calanoida,Calanoid,5.859455211621238e-6,15929.203539823011,zoop
36,2020,summer,212,Cyclopoida,Cyclopoid,2.5793190108539034e-6,95575.22123893807,zoop
36,2020,summer,212,Nauplii,Nauplii,9.097667966844285e-8,47787.61061946904,zoop
36,2020,summer,212,Ascomorpha,Rotifer,1.2290171067e-8,21238.938053097343,zoop
36,2020,summer,212,Brachionus,Rotifer,2.0920962931999997e-8,95575.22123893807,zoop
36,2020,summer,212,Keratella.cochlearis,Rotifer,3.45368831096e-9,148672.5663716814,zoop
36,2020,summer,212,Pompholyx,Rotifer,6.4012238244e-9,334513.2743362832,zoop
36,2020,summer,225,Bosmina,Bosmina,2.6087044053658457e-6,9380.530973451327,zoop
36,2020,summer,225,Chydorus,Chydorid,1.4300379726940433e-6,117256.6371681416,zoop
36,2020,summer,225,Daphnia,Daphnia,3.930831213504107e-6,103185.8407079646,zoop
36,2020,summer,225,Calanoida,Calanoid,3.416638594844252e-6,42212.38938053098,zoop
36,2020,summer,225,Cyclopoida,Cyclopoid,2.346795753102089e-6,23451.327433628325,zoop
36,2020,summer,225,Nauplii,Nauplii,2.2024734081785715e-7,23451.327433628325,zoop
36,2020,summer,225,Ascomorpha,Rotifer,8.9907018018e-9,93805.3097345133,zoop
36,2020,summer,225,Brachionus,Rotifer,1.9853314650461535e-8,60973.45132743363,zoop
36,2020,summer,225,Filinia,Rotifer,1.4762676510400002e-8,51592.9203539823,zoop
36,2020,summer,225,Keratella.cochlearis,Rotifer,3.26544503472e-9,281415.92920353985,zoop
36,2020,summer,225,Polyarthra,Rotifer,3.5712526752000004e-8,9380.530973451327,zoop
36,2020,summer,225,Pompholyx,Rotifer,6.603782494200001e-9,206371.6814159292,zoop
36,2018,summer,200,Ceratopogonidae,Diptera,9.524505639718156e-4,130.4347826,miv
36,2018,summer,200,Chironomidae,Chironomidae,2.214519555806916e-4,439.61352902333334,miv
36,2018,summer,200,Diptera,Diptera,0.001014734788915179,43.47826087,miv
36,2018,summer,200,Ephemeroptera,Ephemeroptera,0.0036853255658248294,57.971014493333335,miv
36,2018,summer,200,Oligochaeta,Worm,0.010943964042182907,167.70186336,miv
36,2018,summer,200,Trichoptera,Trichoptera,0.005739587879518889,130.4348,miv
36,2019,summer,200,Chironomidae,Chironomidae,3.983176095233179e-4,111.53846155,miv
36,2019,summer,200,Oligochaeta,Worm,0.01115297272099508,45.673076923749996,miv
36,2019,summer,200,Unionidae,Bivalvia,3.284038946783393e-4,9.615384615,miv
36,2020,summer,200,Chironomidae,Chironomidae,4.082079627684182e-4,60.09615385625,miv
36,2020,summer,200,Oligochaeta,Worm,0.004511288350693858,61.538461534,miv
36,2020,summer,200,Sialidae,Megaloptera,0.0035975487351521287,9.615384615,miv
36,2020,summer,200,Sphaeriidae,Bivalvia,1.048386770352791e-4,14.4230769225,miv
36,2020,summer,200,Trichoptera,Trichoptera,0.008428601025810126,9.615384615,miv
406,2018,spring,130,Bosmina,Bosmina,8.238169270735889e-7,1694867.2566371683,zoop
406,2018,spring,130,Chydorus,Chydorid,2.158838971688271e-6,262300.88495575223,zoop
406,2018,spring,130,Daphnia,Daphnia,3.2914131736055474e-6,131150.44247787612,zoop
406,2018,spring,130,Calanoida,Calanoid,3.5151746790964453e-6,181592.92035398234,zoop
406,2018,spring,130,Cyclopoida,Cyclopoid,1.3429125058310122e-6,383362.8318584071,zoop
406,2018,spring,130,Nauplii,Nauplii,2.4187748850833e-7,40353.982300884956,zoop
406,2018,spring,130,Asplanchna,Rotifer,4.172821468182249e-7,60530.97345132744,zoop
406,2018,spring,130,Keratella.cochlearis,Rotifer,1.7163243688800005e-9,2733982.300884956,zoop
406,2018,spring,144,Bosmina,Bosmina,1.2121026800353606e-6,279646.01769911504,zoop
406,2018,spring,144,Chydorus,Chydorid,1.187261688492397e-6,125840.70796460177,zoop
406,2018,spring,144,Daphnia,Daphnia,7.952782377010236e-7,90884.95575221241,zoop
406,2018,spring,144,Calanoida,Calanoid,4.534971763543108e-6,27964.60176991151,zoop
406,2018,spring,144,Cyclopoida,Cyclopoid,1.1240726294644084e-6,55929.20353982302,zoop
406,2018,spring,144,Nauplii,Nauplii,1.3708828968283887e-7,377522.1238938054,zoop
406,2018,spring,144,Keratella.cochlearis,Rotifer,1.2066326314999995e-9,27964.60176991151,zoop
406,2018,spring,158,Bosmina,Bosmina,7.015134524975494e-7,232212.38938053095,zoop
406,2018,spring,158,Chydorus,Chydorid,9.48212311036273e-7,188672.56637168143,zoop
406,2018,spring,158,Daphnia,Daphnia,3.065876456849794e-6,79823.00884955752,zoop
406,2018,spring,158,Calanoida,Calanoid,4.924681785582783e-6,58053.09734513274,zoop
406,2018,spring,158,Cyclopoida,Cyclopoid,1.610502227348106e-6,123362.8318584071,zoop
406,2018,spring,158,Nauplii,Nauplii,2.1108307179321205e-7,224955.7522123894,zoop
