sampleID,lake,doy,year,season,group,taxon,biomass
P18036163,Five.Island,163,2018,spring,Rotifer,Mytilina,0
P18036163,Five.Island,163,2018,spring,Rotifer,Notholca,0
P18036163,Five.Island,163,2018,spring,Rotifer,Platyias,0
P18036163,Five.Island,163,2018,spring,Rotifer,Ploesoma,0
P18036163,Five.Island,163,2018,spring,Rotifer,Polyarthra,0
P18036163,Five.Island,163,2018,spring,Rotifer,Pompholyx,0.02900614
P18036163,Five.Island,163,2018,spring,Rotifer,Synchaeta,0.071331153
P18036163,Five.Island,163,2018,spring,Rotifer,Testudinella,0
P18036163,Five.Island,163,2018,spring,Rotifer,Trichocerca,0
P18036163,Five.Island,163,2018,spring,Rotifer,Trichotria,0
P20036167,Five.Island,167,2020,spring,Cladocera,Alona,0
P20036167,Five.Island,167,2020,spring,Cladocera,Alonella,0
P20036167,Five.Island,167,2020,spring,Cladocera,Bosmina,1.939483367
P20036167,Five.Island,167,2020,spring,Cladocera,Camptocercus,0
P20036167,Five.Island,167,2020,spring,Cladocera,Ceriodaphnia,0
P20036167,Five.Island,167,2020,spring,Cladocera,Chydorus,69.34820559
P20036167,Five.Island,167,2020,spring,Cladocera,Daphnia,304.135717
P20036167,Five.Island,167,2020,spring,Cladocera,Daphnia.lumholtzi,0
P20036167,Five.Island,167,2020,spring,Cladocera,Diaphanosoma,0
P20036167,Five.Island,167,2020,spring,Cladocera,Graptoleberis,0
P20036167,Five.Island,167,2020,spring,Cladocera,Leptodora,0
P20036167,Five.Island,167,2020,spring,Cladocera,Moina,0
P20036167,Five.Island,167,2020,spring,Cladocera,Pleuroxus,0
P20036167,Five.Island,167,2020,spring,Cladocera,Scapholeberis,0
P20036167,Five.Island,167,2020,spring,Cladocera,Simocephalus,0
P20036167,Five.Island,167,2020,spring,Calanoid,Calanoida,147.2003601
P20036167,Five.Island,167,2020,spring,Cyclopoid,Cyclopoida,218.1539982
P20036167,Five.Island,167,2020,spring,Nauplii,Nauplii,11.24410156
P20036167,Five.Island,167,2020,spring,Rotifer,Anuraeopsis,0
P20036167,Five.Island,167,2020,spring,Rotifer,Ascomorpha,0
P20036167,Five.Island,167,2020,spring,Rotifer,Asplanchna,8.100743259
P20036167,Five.Island,167,2020,spring,Rotifer,Asplanchnopus,0
P20036167,Five.Island,167,2020,spring,Rotifer,Brachionus,0.664926006
P20036167,Five.Island,167,2020,spring,Rotifer,Conochilus,0
P20036167,Five.Island,167,2020,spring,Rotifer,Euchlanis,0
P20036167,Five.Island,167,2020,spring,Rotifer,Filinia,0
P20036167,Five.Island,167,2020,spring,Rotifer,Gastropus,0
P20036167,Five.Island,167,2020,spring,Rotifer,Hexarthra,0
P20036167,Five.Island,167,2020,spring,Rotifer,Kellicottia,0
P20036167,Five.Island,167,2020,spring,Rotifer,Keratella.cochlearis,0.905085476
P20036167,Five.Island,167,2020,spring,Rotifer,Keratella.quadrata,0
P20036167,Five.Island,167,2020,spring,Rotifer,Lecane,0
P20036167,Five.Island,167,2020,spring,Rotifer,Lepadella,0
P20036167,Five.Island,167,2020,spring,Rotifer,Macrochaetus,0
P20036167,Five.Island,167,2020,spring,Rotifer,Monostyla,0
P20036167,Five.Island,167,2020,spring,Rotifer,Mytilina,0
P20036167,Five.Island,167,2020,spring,Rotifer,Notholca,0
P20036167,Five.Island,167,2020,spring,Rotifer,Platyias,0
P20036167,Five.Island,167,2020,spring,Rotifer,Ploesoma,0
P20036167,Five.Island,167,2020,spring,Rotifer,Polyarthra,0
P20036167,Five.Island,167,2020,spring,Rotifer,Pompholyx,0
P20036167,Five.Island,167,2020,spring,Rotifer,Synchaeta,0
P20036167,Five.Island,167,2020,spring,Rotifer,Testudinella,0
P20036167,Five.Island,167,2020,spring,Rotifer,Trichocerca,0
P20036167,Five.Island,167,2020,spring,Rotifer,Trichotria,0
P19036170,Five.Island,170,2019,spring,Cladocera,Alona,0
P19036170,Five.Island,170,2019,spring,Cladocera,Alonella,0
P19036170,Five.Island,170,2019,spring,Cladocera,Bosmina,0
P19036170,Five.Island,170,2019,spring,Cladocera,Camptocercus,0
P19036170,Five.Island,170,2019,spring,Cladocera,Ceriodaphnia,0
P19036170,Five.Island,170,2019,spring,Cladocera,Chydorus,19.0779403
P19036170,Five.Island,170,2019,spring,Cladocera,Daphnia,202.7639419
P19036170,Five.Island,170,2019,spring,Cladocera,Daphnia.lumholtzi,0
P19036170,Five.Island,170,2019,spring,Cladocera,Diaphanosoma,5.963616129
P19036170,Five.Island,170,2019,spring,Cladocera,Graptoleberis,0
P19036170,Five.Island,170,2019,spring,Cladocera,Leptodora,0
P19036170,Five.Island,170,2019,spring,Cladocera,Moina,0
P19036170,Five.Island,170,2019,spring,Cladocera,Pleuroxus,0
P19036170,Five.Island,170,2019,spring,Cladocera,Scapholeberis,0
P19036170,Five.Island,170,2019,spring,Cladocera,Simocephalus,0
P19036170,Five.Island,170,2019,spring,Calanoid,Calanoida,579.8018264
P19036170,Five.Island,170,2019,spring,Cyclopoid,Cyclopoida,396.3145316
P19036170,Five.Island,170,2019,spring,Nauplii,Nauplii,19.706314
P19036170,Five.Island,170,2019,spring,Rotifer,Anuraeopsis,0
P19036170,Five.Island,170,2019,spring,Rotifer,Ascomorpha,0
P19036170,Five.Island,170,2019,spring,Rotifer,Asplanchna,0
P19036170,Five.Island,170,2019,spring,Rotifer,Asplanchnopus,0
P19036170,Five.Island,170,2019,spring,Rotifer,Brachionus,0
P19036170,Five.Island,170,2019,spring,Rotifer,Conochilus,0
P19036170,Five.Island,170,2019,spring,Rotifer,Euchlanis,0
P19036170,Five.Island,170,2019,spring,Rotifer,Filinia,0
P19036170,Five.Island,170,2019,spring,Rotifer,Gastropus,0
P19036170,Five.Island,170,2019,spring,Rotifer,Hexarthra,0
P19036170,Five.Island,170,2019,spring,Rotifer,Kellicottia,0
P19036170,Five.Island,170,2019,spring,Rotifer,Keratella.cochlearis,0.436331041
P19036170,Five.Island,170,2019,spring,Rotifer,Keratella.quadrata,0
P19036170,Five.Island,170,2019,spring,Rotifer,Lecane,0
P19036170,Five.Island,170,2019,spring,Rotifer,Lepadella,0
P19036170,Five.Island,170,2019,spring,Rotifer,Macrochaetus,0
P19036170,Five.Island,170,2019,spring,Rotifer,Monostyla,0
P19036170,Five.Island,170,2019,spring,Rotifer,Mytilina,0
P19036170,Five.Island,170,2019,spring,Rotifer,Notholca,0
P19036170,Five.Island,170,2019,spring,Rotifer,Platyias,0
P19036170,Five.Island,170,2019,spring,Rotifer,Ploesoma,0
P19036170,Five.Island,170,2019,spring,Rotifer,Polyarthra,0
P19036170,Five.Island,170,2019,spring,Rotifer,Pompholyx,0
P19036170,Five.Island,170,2019,spring,Rotifer,Synchaeta,0
P19036170,Five.Island,170,2019,spring,Rotifer,Testudinella,0
P19036170,Five.Island,170,2019,spring,Rotifer,Trichocerca,0
P19036170,Five.Island,170,2019,spring,Rotifer,Trichotria,0
P20036176,Five.Island,176,2020,spring,Cladocera,Alona,0
P20036176,Five.Island,176,2020,spring,Cladocera,Alonella,0
P20036176,Five.Island,176,2020,spring,Cladocera,Bosmina,0
P20036176,Five.Island,176,2020,spring,Cladocera,Camptocercus,0
P20036176,Five.Island,176,2020,spring,Cladocera,Ceriodaphnia,0
P20036176,Five.Island,176,2020,spring,Cladocera,Chydorus,7.554486979
P20036176,Five.Island,176,2020,spring,Cladocera,Daphnia,17.64400342
P20036176,Five.Island,176,2020,spring,Cladocera,Daphnia.lumholtzi,0
P20036176,Five.Island,176,2020,spring,Cladocera,Diaphanosoma,0
P20036176,Five.Island,176,2020,spring,Cladocera,Graptoleberis,0
P20036176,Five.Island,176,2020,spring,Cladocera,Leptodora,0
P20036176,Five.Island,176,2020,spring,Cladocera,Moina,0
P20036176,Five.Island,176,2020,spring,Cladocera,Pleuroxus,0
P20036176,Five.Island,176,2020,spring,Cladocera,Scapholeberis,0
P20036176,Five.Island,176,2020,spring,Cladocera,Simocephalus,0
P20036176,Five.Island,176,2020,spring,Calanoid,Calanoida,239.7038951
P20036176,Five.Island,176,2020,spring,Cyclopoid,Cyclopoida,242.6010357
P20036176,Five.Island,176,2020,spring,Nauplii,Nauplii,4.069581456
P20036176,Five.Island,176,2020,spring,Rotifer,Anuraeopsis,0
P20036176,Five.Island,176,2020,spring,Rotifer,Ascomorpha,0
P20036176,Five.Island,176,2020,spring,Rotifer,Asplanchna,0
P20036176,Five.Island,176,2020,spring,Rotifer,Asplanchnopus,0
P20036176,Five.Island,176,2020,spring,Rotifer,Brachionus,4.259816974
P20036176,Five.Island,176,2020,spring,Rotifer,Conochilus,0
P20036176,Five.Island,176,2020,spring,Rotifer,Euchlanis,0
P20036176,Five.Island,176,2020,spring,Rotifer,Filinia,0
P20036176,Five.Island,176,2020,spring,Rotifer,Gastropus,0
P20036176,Five.Island,176,2020,spring,Rotifer,Hexarthra,0
P20036176,Five.Island,176,2020,spring,Rotifer,Kellicottia,0
P20036176,Five.Island,176,2020,spring,Rotifer,Keratella.cochlearis,0.502761148
P20036176,Five.Island,176,2020,spring,Rotifer,Keratella.quadrata,0
P20036176,Five.Island,176,2020,spring,Rotifer,Lecane,0
P20036176,Five.Island,176,2020,spring,Rotifer,Lepadella,0
P20036176,Five.Island,176,2020,spring,Rotifer,Macrochaetus,0
P20036176,Five.Island,176,2020,spring,Rotifer,Monostyla,0
P20036176,Five.Island,176,2020,spring,Rotifer,Mytilina,0
P20036176,Five.Island,176,2020,spring,Rotifer,Notholca,0
P20036176,Five.Island,176,2020,spring,Rotifer,Platyias,0
P20036176,Five.Island,176,2020,spring,Rotifer,Ploesoma,0
P20036176,Five.Island,176,2020,spring,Rotifer,Polyarthra,0
P20036176,Five.Island,176,2020,spring,Rotifer,Pompholyx,0
P20036176,Five.Island,176,2020,spring,Rotifer,Synchaeta,0
P20036176,Five.Island,176,2020,spring,Rotifer,Testudinella,0
P20036176,Five.Island,176,2020,spring,Rotifer,Trichocerca,0
P20036176,Five.Island,176,2020,spring,Rotifer,Trichotria,0
P18036178,Five.Island,178,2018,spring,Cladocera,Alona,0
P18036178,Five.Island,178,2018,spring,Cladocera,Alonella,0
P18036178,Five.Island,178,2018,spring,Cladocera,Bosmina,0
P18036178,Five.Island,178,2018,spring,Cladocera,Camptocercus,0
P18036178,Five.Island,178,2018,spring,Cladocera,Ceriodaphnia,0
P18036178,Five.Island,178,2018,spring,Cladocera,Chydorus,84.55757214
P18036178,Five.Island,178,2018,spring,Cladocera,Daphnia,3.934560689
P18036178,Five.Island,178,2018,spring,Cladocera,Daphnia.lumholtzi,0
P18036178,Five.Island,178,2018,spring,Cladocera,Diaphanosoma,18.65704093
P18036178,Five.Island,178,2018,spring,Cladocera,Graptoleberis,0
P18036178,Five.Island,178,2018,spring,Cladocera,Leptodora,0
P18036178,Five.Island,178,2018,spring,Cladocera,Moina,0
P18036178,Five.Island,178,2018,spring,Cladocera,Pleuroxus,0
P18036178,Five.Island,178,2018,spring,Cladocera,Scapholeberis,0
P18036178,Five.Island,178,2018,spring,Cladocera,Simocephalus,0
P18036178,Five.Island,178,2018,spring,Calanoid,Calanoida,143.1287998
P18036178,Five.Island,178,2018,spring,Cyclopoid,Cyclopoida,55.63683242
P18036178,Five.Island,178,2018,spring,Nauplii,Nauplii,23.95029139
P18036178,Five.Island,178,2018,spring,Rotifer,Anuraeopsis,0
P18036178,Five.Island,178,2018,spring,Rotifer,Ascomorpha,0
P18036178,Five.Island,178,2018,spring,Rotifer,Asplanchna,0
P18036178,Five.Island,178,2018,spring,Rotifer,Asplanchnopus,0
P18036178,Five.Island,178,2018,spring,Rotifer,Brachionus,0
P18036178,Five.Island,178,2018,spring,Rotifer,Conochilus,0
P18036178,Five.Island,178,2018,spring,Rotifer,Euchlanis,0
P18036178,Five.Island,178,2018,spring,Rotifer,Filinia,0
P18036178,Five.Island,178,2018,spring,Rotifer,Gastropus,0
P18036178,Five.Island,178,2018,spring,Rotifer,Hexarthra,0
P18036178,Five.Island,178,2018,spring,Rotifer,Kellicottia,0
P18036178,Five.Island,178,2018,spring,Rotifer,Keratella.cochlearis,0.094471753
P18036178,Five.Island,178,2018,spring,Rotifer,Keratella.quadrata,0
P18036178,Five.Island,178,2018,spring,Rotifer,Lecane,0
P18036178,Five.Island,178,2018,spring,Rotifer,Lepadella,0
P18036178,Five.Island,178,2018,spring,Rotifer,Macrochaetus,0
P18036178,Five.Island,178,2018,spring,Rotifer,Monostyla,0
P18036178,Five.Island,178,2018,spring,Rotifer,Mytilina,0
P18036178,Five.Island,178,2018,spring,Rotifer,Notholca,0
P18036178,Five.Island,178,2018,spring,Rotifer,Platyias,0
P18036178,Five.Island,178,2018,spring,Rotifer,Ploesoma,0
P18036178,Five.Island,178,2018,spring,Rotifer,Polyarthra,0
P18036178,Five.Island,178,2018,spring,Rotifer,Pompholyx,0.472311869
P18036178,Five.Island,178,2018,spring,Rotifer,Synchaeta,0
P18036178,Five.Island,178,2018,spring,Rotifer,Testudinella,0
P18036178,Five.Island,178,2018,spring,Rotifer,Trichocerca,0
P18036178,Five.Island,178,2018,spring,Rotifer,Trichotria,0
P19036190,Five.Island,190,2019,summer,Cladocera,Alona,0
P19036190,Five.Island,190,2019,summer,Cladocera,Alonella,0
P19036190,Five.Island,190,2019,summer,Cladocera,Bosmina,0
P19036190,Five.Island,190,2019,summer,Cladocera,Camptocercus,0
P19036190,Five.Island,190,2019,summer,Cladocera,Ceriodaphnia,0
P19036190,Five.Island,190,2019,summer,Cladocera,Chydorus,0
P19036190,Five.Island,190,2019,summer,Cladocera,Daphnia,72.23965136
P19036190,Five.Island,190,2019,summer,Cladocera,Daphnia.lumholtzi,0
P19036190,Five.Island,190,2019,summer,Cladocera,Diaphanosoma,0
P19036190,Five.Island,190,2019,summer,Cladocera,Graptoleberis,0
P19036190,Five.Island,190,2019,summer,Cladocera,Leptodora,0
P19036190,Five.Island,190,2019,summer,Cladocera,Moina,0
P19036190,Five.Island,190,2019,summer,Cladocera,Pleuroxus,0
P19036190,Five.Island,190,2019,summer,Cladocera,Scapholeberis,0
P19036190,Five.Island,190,2019,summer,Cladocera,Simocephalus,0
P19036190,Five.Island,190,2019,summer,Calanoid,Calanoida,458.6996441
P19036190,Five.Island,190,2019,summer,Cyclopoid,Cyclopoida,177.1358183
P19036190,Five.Island,190,2019,summer,Nauplii,Nauplii,7.064179687
P19036190,Five.Island,190,2019,summer,Rotifer,Anuraeopsis,0
P19036190,Five.Island,190,2019,summer,Rotifer,Ascomorpha,0
P19036190,Five.Island,190,2019,summer,Rotifer,Asplanchna,0
P19036190,Five.Island,190,2019,summer,Rotifer,Asplanchnopus,0
P19036190,Five.Island,190,2019,summer,Rotifer,Brachionus,0
P19036190,Five.Island,190,2019,summer,Rotifer,Conochilus,0
P19036190,Five.Island,190,2019,summer,Rotifer,Euchlanis,0
P19036190,Five.Island,190,2019,summer,Rotifer,Filinia,0
P19036190,Five.Island,190,2019,summer,Rotifer,Gastropus,0
P19036190,Five.Island,190,2019,summer,Rotifer,Hexarthra,0
P19036190,Five.Island,190,2019,summer,Rotifer,Kellicottia,0
P19036190,Five.Island,190,2019,summer,Rotifer,Keratella.cochlearis,0.207803608
P19036190,Five.Island,190,2019,summer,Rotifer,Keratella.quadrata,0
P19036190,Five.Island,190,2019,summer,Rotifer,Lecane,0
P19036190,Five.Island,190,2019,summer,Rotifer,Lepadella,0
P19036190,Five.Island,190,2019,summer,Rotifer,Macrochaetus,0
P19036190,Five.Island,190,2019,summer,Rotifer,Monostyla,0
P19036190,Five.Island,190,2019,summer,Rotifer,Mytilina,0
P19036190,Five.Island,190,2019,summer,Rotifer,Notholca,0
P19036190,Five.Island,190,2019,summer,Rotifer,Platyias,0
P19036190,Five.Island,190,2019,summer,Rotifer,Ploesoma,0
P19036190,Five.Island,190,2019,summer,Rotifer,Polyarthra,0
P19036190,Five.Island,190,2019,summer,Rotifer,Pompholyx,0
P19036190,Five.Island,190,2019,summer,Rotifer,Synchaeta,0
P19036190,Five.Island,190,2019,summer,Rotifer,Testudinella,0
P19036190,Five.Island,190,2019,summer,Rotifer,Trichocerca,0
P19036190,Five.Island,190,2019,summer,Rotifer,Trichotria,0
P20036190,Five.Island,190,2020,summer,Cladocera,Alona,0
P20036190,Five.Island,190,2020,summer,Cladocera,Alonella,0
P20036190,Five.Island,190,2020,summer,Cladocera,Bosmina,0
P20036190,Five.Island,190,2020,summer,Cladocera,Camptocercus,0
P20036190,Five.Island,190,2020,summer,Cladocera,Ceriodaphnia,0
P20036190,Five.Island,190,2020,summer,Cladocera,Chydorus,4.949006321
P20036190,Five.Island,190,2020,summer,Cladocera,Daphnia,109.4577636
P20036190,Five.Island,190,2020,summer,Cladocera,Daphnia.lumholtzi,0
P20036190,Five.Island,190,2020,summer,Cladocera,Diaphanosoma,0
P20036190,Five.Island,190,2020,summer,Cladocera,Graptoleberis,0
P20036190,Five.Island,190,2020,summer,Cladocera,Leptodora,0
P20036190,Five.Island,190,2020,summer,Cladocera,Moina,0
P20036190,Five.Island,190,2020,summer,Cladocera,Pleuroxus,0
P20036190,Five.Island,190,2020,summer,Cladocera,Scapholeberis,0
P20036190,Five.Island,190,2020,summer,Cladocera,Simocephalus,0
P20036190,Five.Island,190,2020,summer,Calanoid,Calanoida,339.0550536
P20036190,Five.Island,190,2020,summer,Cyclopoid,Cyclopoida,379.2490933
P20036190,Five.Island,190,2020,summer,Nauplii,Nauplii,8.825701262
P20036190,Five.Island,190,2020,summer,Rotifer,Anuraeopsis,0
P20036190,Five.Island,190,2020,summer,Rotifer,Ascomorpha,0
P20036190,Five.Island,190,2020,summer,Rotifer,Asplanchna,0
P20036190,Five.Island,190,2020,summer,Rotifer,Asplanchnopus,0
P20036190,Five.Island,190,2020,summer,Rotifer,Brachionus,0.252606551
P20036190,Five.Island,190,2020,summer,Rotifer,Conochilus,0
P20036190,Five.Island,190,2020,summer,Rotifer,Euchlanis,0
P20036190,Five.Island,190,2020,summer,Rotifer,Filinia,0
P20036190,Five.Island,190,2020,summer,Rotifer,Gastropus,0
P20036190,Five.Island,190,2020,summer,Rotifer,Hexarthra,0
P20036190,Five.Island,190,2020,summer,Rotifer,Kellicottia,0
P20036190,Five.Island,190,2020,summer,Rotifer,Keratella.cochlearis,0.1861059
P20036190,Five.Island,190,2020,summer,Rotifer,Keratella.quadrata,0
P20036190,Five.Island,190,2020,summer,Rotifer,Lecane,0
P20036190,Five.Island,190,2020,summer,Rotifer,Lepadella,0
P20036190,Five.Island,190,2020,summer,Rotifer,Macrochaetus,0
P20036190,Five.Island,190,2020,summer,Rotifer,Monostyla,0
P20036190,Five.Island,190,2020,summer,Rotifer,Mytilina,0
P20036190,Five.Island,190,2020,summer,Rotifer,Notholca,0
P20036190,Five.Island,190,2020,summer,Rotifer,Platyias,0
P20036190,Five.Island,190,2020,summer,Rotifer,Ploesoma,0
P20036190,Five.Island,190,2020,summer,Rotifer,Polyarthra,0.163598038
P20036190,Five.Island,190,2020,summer,Rotifer,Pompholyx,0
P20036190,Five.Island,190,2020,summer,Rotifer,Synchaeta,0
P20036190,Five.Island,190,2020,summer,Rotifer,Testudinella,0
P20036190,Five.Island,190,2020,summer,Rotifer,Trichocerca,0
P20036190,Five.Island,190,2020,summer,Rotifer,Trichotria,0
P18036193,Five.Island,193,2018,summer,Cladocera,Alona,0
P18036193,Five.Island,193,2018,summer,Cladocera,Alonella,0
P18036193,Five.Island,193,2018,summer,Cladocera,Bosmina,0
P18036193,Five.Island,193,2018,summer,Cladocera,Camptocercus,0
P18036193,Five.Island,193,2018,summer,Cladocera,Ceriodaphnia,0
P18036193,Five.Island,193,2018,summer,Cladocera,Chydorus,29.08864637
P18036193,Five.Island,193,2018,summer,Cladocera,Daphnia,869.4656299
P18036193,Five.Island,193,2018,summer,Cladocera,Daphnia.lumholtzi,0
P18036193,Five.Island,193,2018,summer,Cladocera,Diaphanosoma,68.93466536
P18036193,Five.Island,193,2018,summer,Cladocera,Graptoleberis,0
P18036193,Five.Island,193,2018,summer,Cladocera,Leptodora,0
P18036193,Five.Island,193,2018,summer,Cladocera,Moina,0
P18036193,Five.Island,193,2018,summer,Cladocera,Pleuroxus,0
P18036193,Five.Island,193,2018,summer,Cladocera,Scapholeberis,0
P18036193,Five.Island,193,2018,summer,Cladocera,Simocephalus,0
P18036193,Five.Island,193,2018,summer,Calanoid,Calanoida,216.1446752
P18036193,Five.Island,193,2018,summer,Cyclopoid,Cyclopoida,108.0588433
P18036193,Five.Island,193,2018,summer,Nauplii,Nauplii,10.46560859
P18036193,Five.Island,193,2018,summer,Rotifer,Anuraeopsis,0
P18036193,Five.Island,193,2018,summer,Rotifer,Ascomorpha,0
P18036193,Five.Island,193,2018,summer,Rotifer,Asplanchna,0
P18036193,Five.Island,193,2018,summer,Rotifer,Asplanchnopus,0
P18036193,Five.Island,193,2018,summer,Rotifer,Brachionus,0
P18036193,Five.Island,193,2018,summer,Rotifer,Conochilus,0
P18036193,Five.Island,193,2018,summer,Rotifer,Euchlanis,0
P18036193,Five.Island,193,2018,summer,Rotifer,Filinia,0.178659387
P18036193,Five.Island,193,2018,summer,Rotifer,Gastropus,0
P18036193,Five.Island,193,2018,summer,Rotifer,Hexarthra,0
P18036193,Five.Island,193,2018,summer,Rotifer,Kellicottia,0
P18036193,Five.Island,193,2018,summer,Rotifer,Keratella.cochlearis,0.275203313
P18036193,Five.Island,193,2018,summer,Rotifer,Keratella.quadrata,0
P18036193,Five.Island,193,2018,summer,Rotifer,Lecane,0
P18036193,Five.Island,193,2018,summer,Rotifer,Lepadella,0
P18036193,Five.Island,193,2018,summer,Rotifer,Macrochaetus,0
P18036193,Five.Island,193,2018,summer,Rotifer,Monostyla,0
P18036193,Five.Island,193,2018,summer,Rotifer,Mytilina,0
P18036193,Five.Island,193,2018,summer,Rotifer,Notholca,0
P18036193,Five.Island,193,2018,summer,Rotifer,Platyias,0
P18036193,Five.Island,193,2018,summer,Rotifer,Ploesoma,0
P18036193,Five.Island,193,2018,summer,Rotifer,Polyarthra,0
P18036193,Five.Island,193,2018,summer,Rotifer,Pompholyx,0.27888712
P18036193,Five.Island,193,2018,summer,Rotifer,Synchaeta,0
P18036193,Five.Island,193,2018,summer,Rotifer,Testudinella,0
P18036193,Five.Island,193,2018,summer,Rotifer,Trichocerca,0
P18036193,Five.Island,193,2018,summer,Rotifer,Trichotria,0
A18036198007,Five.Island,198,2018,summer,Calanoid,Calanoida,3.47639363
A18036198007,Five.Island,198,2018,summer,Cyclopoid,Cyclopoida,27.08764882
A18036198007,Five.Island,198,2018,summer,Cladocera,Daphnia,9.952891023
A18036198007,Five.Island,198,2018,summer,Rotifer,Filinia,0.020297715
A18036198007,Five.Island,198,2018,summer,Rotifer,Keratella.cochlearis,0.053343355
A18036198007,Five.Island,198,2018,summer,Nauplii,Nauplii,3.82785769
A18036198007,Five.Island,198,2018,summer,Rotifer,Pompholyx,0.005200187
P20036203,Five.Island,203,2020,summer,Cladocera,Alona,0
P20036203,Five.Island,203,2020,summer,Cladocera,Alonella,0
P20036203,Five.Island,203,2020,summer,Cladocera,Bosmina,0
P20036203,Five.Island,203,2020,summer,Cladocera,Camptocercus,0
P20036203,Five.Island,203,2020,summer,Cladocera,Ceriodaphnia,0
P20036203,Five.Island,203,2020,summer,Cladocera,Chydorus,3.016577592
P20036203,Five.Island,203,2020,summer,Cladocera,Daphnia,23.72928799
P20036203,Five.Island,203,2020,summer,Cladocera,Daphnia.lumholtzi,0
P20036203,Five.Island,203,2020,summer,Cladocera,Diaphanosoma,0
P20036203,Five.Island,203,2020,summer,Cladocera,Graptoleberis,0
P20036203,Five.Island,203,2020,summer,Cladocera,Leptodora,0
P20036203,Five.Island,203,2020,summer,Cladocera,Moina,0
P20036203,Five.Island,203,2020,summer,Cladocera,Pleuroxus,0
P20036203,Five.Island,203,2020,summer,Cladocera,Scapholeberis,0
P20036203,Five.Island,203,2020,summer,Cladocera,Simocephalus,0
P20036203,Five.Island,203,2020,summer,Calanoid,Calanoida,180.7593895
P20036203,Five.Island,203,2020,summer,Cyclopoid,Cyclopoida,89.47705325
P20036203,Five.Island,203,2020,summer,Nauplii,Nauplii,6.968913529
P20036203,Five.Island,203,2020,summer,Rotifer,Anuraeopsis,0
P20036203,Five.Island,203,2020,summer,Rotifer,Ascomorpha,0
P20036203,Five.Island,203,2020,summer,Rotifer,Asplanchna,0
P20036203,Five.Island,203,2020,summer,Rotifer,Asplanchnopus,0
P20036203,Five.Island,203,2020,summer,Rotifer,Brachionus,0
P20036203,Five.Island,203,2020,summer,Rotifer,Conochilus,0
P20036203,Five.Island,203,2020,summer,Rotifer,Euchlanis,0
P20036203,Five.Island,203,2020,summer,Rotifer,Filinia,0
P20036203,Five.Island,203,2020,summer,Rotifer,Gastropus,0
P20036203,Five.Island,203,2020,summer,Rotifer,Hexarthra,0
P20036203,Five.Island,203,2020,summer,Rotifer,Kellicottia,0
P20036203,Five.Island,203,2020,summer,Rotifer,Keratella.cochlearis,0
P20036203,Five.Island,203,2020,summer,Rotifer,Keratella.quadrata,7.395019622
P20036203,Five.Island,203,2020,summer,Rotifer,Lecane,0
P20036203,Five.Island,203,2020,summer,Rotifer,Lepadella,0
P20036203,Five.Island,203,2020,summer,Rotifer,Macrochaetus,0
P20036203,Five.Island,203,2020,summer,Rotifer,Monostyla,0
P20036203,Five.Island,203,2020,summer,Rotifer,Mytilina,0
P20036203,Five.Island,203,2020,summer,Rotifer,Notholca,0
P20036203,Five.Island,203,2020,summer,Rotifer,Platyias,0
P20036203,Five.Island,203,2020,summer,Rotifer,Ploesoma,0
P20036203,Five.Island,203,2020,summer,Rotifer,Polyarthra,0
P20036203,Five.Island,203,2020,summer,Rotifer,Pompholyx,0
P20036203,Five.Island,203,2020,summer,Rotifer,Synchaeta,0
P20036203,Five.Island,203,2020,summer,Rotifer,Testudinella,0
P20036203,Five.Island,203,2020,summer,Rotifer,Trichocerca,0
P20036203,Five.Island,203,2020,summer,Rotifer,Trichotria,0
P19036204,Five.Island,204,2019,summer,Cladocera,Alona,0
P19036204,Five.Island,204,2019,summer,Cladocera,Alonella,0
P19036204,Five.Island,204,2019,summer,Cladocera,Bosmina,0
P19036204,Five.Island,204,2019,summer,Cladocera,Camptocercus,0
P19036204,Five.Island,204,2019,summer,Cladocera,Ceriodaphnia,0
P19036204,Five.Island,204,2019,summer,Cladocera,Chydorus,0
P19036204,Five.Island,204,2019,summer,Cladocera,Daphnia,175.5197433
P19036204,Five.Island,204,2019,summer,Cladocera,Daphnia.lumholtzi,0
P19036204,Five.Island,204,2019,summer,Cladocera,Diaphanosoma,0
P19036204,Five.Island,204,2019,summer,Cladocera,Graptoleberis,0
P19036204,Five.Island,204,2019,summer,Cladocera,Leptodora,0
P19036204,Five.Island,204,2019,summer,Cladocera,Moina,0
P19036204,Five.Island,204,2019,summer,Cladocera,Pleuroxus,0
P19036204,Five.Island,204,2019,summer,Cladocera,Scapholeberis,0
P19036204,Five.Island,204,2019,summer,Cladocera,Simocephalus,0
P19036204,Five.Island,204,2019,summer,Calanoid,Calanoida,927.5695911
P19036204,Five.Island,204,2019,summer,Cyclopoid,Cyclopoida,254.9529163
P19036204,Five.Island,204,2019,summer,Nauplii,Nauplii,13.59574896
P19036204,Five.Island,204,2019,summer,Rotifer,Anuraeopsis,0
P19036204,Five.Island,204,2019,summer,Rotifer,Ascomorpha,0
P19036204,Five.Island,204,2019,summer,Rotifer,Asplanchna,0
P19036204,Five.Island,204,2019,summer,Rotifer,Asplanchnopus,0
P19036204,Five.Island,204,2019,summer,Rotifer,Brachionus,0
P19036204,Five.Island,204,2019,summer,Rotifer,Conochilus,0
P19036204,Five.Island,204,2019,summer,Rotifer,Euchlanis,0
